Vehicle_ID,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events
car-11,21.930385,81.984713,55,0
CAR 28,21.172828,72.56,168 kmh,2
car-09,27.918523,83.3646,145 kmh,5
car-06,26.4696,80.3174,148 kmh,3
CAR-08 ,27.1069,87.202002,142 kmh,5
 CAR-02,17.8463,87.031688,153 kmh,5
CAR-12,22.0,81.3894,180 kmh,4
CAR 13,23.606324,81.57,156 kmh,1
CAR-16 ,23.385097,72.606672,180 kmh,5
CAR 06,26.7263,84.7264,71,3
CAR 22,15.171278,86.123,142 kmh,1
 CAR-16,25.6998,79.41,179 kmh,6
 CAR-14,15.51,77.079868,120 kmh,1
CAR-22 ,22.07,75.61,48,4
CAR 17,23.66,78.514,147 kmh,6
car-30,18.386081,86.3573,60,2
CAR-01 ,15.569698,84.965194,90,4
CAR-22,16.658339,74.6366,164 kmh,3
CAR 23,26.45,74.1295,50,4
car-27,26.19,87.510378,90,1
CAR 18,25.98,81.972214,46,3
car-29,25.3367,84.949468,61,2
CAR-27 ,12.656306,78.1335,157 kmh,4
CAR-17 ,14.904682,86.85,40,3
 CAR-02,20.8441,87.57,94,1
CAR 28,16.8518,85.3792,100,4
CAR-24,15.434531,72.053936,73,3
CAR-18 ,20.505019,85.813402,96,3
CAR-05 ,18.36,84.198925,142 kmh,1
CAR-28 ,15.7415,73.479,161 kmh,5
CAR-26,26.2884,80.2664,142 kmh,4
CAR 07,22.261641,83.664771,90,1
CAR-29,27.8713,80.7335,93,3
CAR-24 ,12.3857,75.77,154 kmh,3
CAR-11 ,19.7201,87.76,73,3
car-18,26.79,86.0647,165 kmh,0
CAR 08,26.89,83.189111,146 kmh,2
CAR-29 ,22.3,80.0997,76,4
car-06,17.54,76.0093,154 kmh,5
CAR-23,25.077752,79.286069,59,0
CAR-09,23.9411,75.27,79,0
CAR 11,15.82,79.9497,74,5
 CAR-01,26.858816,74.956791,140 kmh,5
CAR-12,26.7716,85.79,94,1
CAR-26 ,19.1726,75.2,87,2
CAR 12,12.05927,83.2775,156 kmh,6
CAR-04,23.98028,72.2326,56,2
CAR-09 ,14.955585,82.47,47,2
CAR-27,25.97,79.63,132 kmh,2
car-28,19.9164,80.4616,125 kmh,1
CAR-10,25.98,84.5444,87,4
 CAR-26,24.89,83.64,178 kmh,2
car-07,24.824678,75.99,126 kmh,3
CAR-01 ,26.1498,79.4144,177 kmh,5
car-30,22.8738,86.24,152 kmh,1
car-29,15.722647,72.23,84,5
 CAR-13,25.9425,72.35437,59,4
car-30,21.604498,84.794205,132 kmh,6
CAR-28 ,26.848836,82.25,63,6
CAR-07,17.7687,77.19,122 kmh,6
 CAR-16,15.72,75.8287,88,4
CAR 23,18.395328,77.876164,149 kmh,6
CAR-10,16.108911,73.7748,169 kmh,3
 CAR-01,13.951696,83.3602,51,4
CAR 29,19.03,83.95,148 kmh,1
CAR-01,17.7702,72.38,167 kmh,5
CAR-03 ,15.3178,85.3741,98,1
 CAR-29,16.0034,84.6947,145 kmh,3
CAR 22,25.1745,85.109,130 kmh,6
CAR 07,17.071309,86.9326,68,1
 CAR-23,19.0473,85.702787,83,1
 CAR-17,24.4576,75.5355,70,2
CAR 19,17.303057,79.8,53,6
 CAR-24,17.650094,85.08,168 kmh,1
 CAR-07,19.620016,85.57,167 kmh,0
CAR-20 ,23.5728,87.59,155 kmh,2
CAR-11 ,23.027,72.960875,176 kmh,5
 CAR-14,13.875328,83.3708,40,4
CAR-26,27.84838,82.723209,137 kmh,2
car-20,27.23,78.19,71,6
CAR-25,22.43,84.37,136 kmh,3
CAR-28 ,18.5263,86.0066,166 kmh,4
CAR-19,22.771217,87.73,86,0
car-16,17.570729,73.3756,64,5
CAR 08,14.15,80.9,126 kmh,2
CAR 16,19.61026,82.554635,80,5
CAR-16 ,18.67,74.66,57,3
CAR 02,25.092067,81.4298,86,0
CAR-13 ,25.4435,77.06,168 kmh,5
CAR-27 ,24.04,87.6143,81,6
car-04,23.460485,78.1592,149 kmh,1
CAR 16,22.9134,78.4471,46,1
car-05,16.71488,72.84,166 kmh,1
CAR-28 ,24.03,73.12,56,2
CAR-06 ,18.6398,80.4024,67,4
CAR-22 ,18.1517,76.5,122 kmh,6
CAR 15,13.3809,79.2264,58,6
CAR-30 ,19.646304,87.283963,49,1
car-05,13.917464,86.79,123 kmh,2
 CAR-06,15.7519,82.7769,120 kmh,2
CAR-11 ,26.6931,75.6525,163 kmh,5
CAR-05,16.18,73.638108,74,6
CAR-15,13.379,83.4976,66,4
CAR-08 ,18.86,72.29,61,6
CAR-26 ,24.05,83.731895,92,5
CAR-21,14.24829,81.268836,141 kmh,2
CAR 24,12.12,76.85,164 kmh,1
CAR 12,22.410639,79.154,75,1
 CAR-21,20.52,80.9392,179 kmh,6
car-09,19.3781,74.5768,138 kmh,3
 CAR-02,20.59,80.001834,44,4
car-25,26.02,77.59141,45,3
car-25,12.27,72.35,178 kmh,2
CAR 05,13.66,86.71,179 kmh,0
CAR-04 ,26.15,87.28,88,4
CAR 05,27.8055,72.414544,92,1
CAR-11 ,13.62,80.07,53,0
CAR 22,25.65,75.1131,178 kmh,0
CAR-12,18.3267,77.4867,49,6
CAR 20,27.6446,82.27,61,4
 CAR-20,25.519524,87.41,158 kmh,0
CAR-29,13.12,76.59,80,2
CAR-10,26.37,74.3613,149 kmh,2
CAR-25,14.018123,78.53,125 kmh,5
CAR 10,21.116547,87.11292,127 kmh,5
CAR-08,27.3298,73.8914,133 kmh,2
 CAR-10,13.011801,86.02,51,4
CAR 06,26.46,83.58,138 kmh,4
car-25,14.64,73.085131,62,0
CAR 23,14.6707,78.366,124 kmh,0
CAR 15,25.266268,81.48,127 kmh,5
 CAR-28,15.1,80.392014,171 kmh,6
CAR 03,13.4,79.63,180 kmh,5
CAR 22,23.230369,85.81,146 kmh,2
CAR-06,21.48,84.8437,57,6
CAR-14,20.808,79.8292,121 kmh,0
car-25,18.82,77.625,48,0
car-30,22.44,76.4182,87,1
CAR-05 ,19.4545,75.13,148 kmh,2
CAR 14,22.715,74.710932,164 kmh,1
 CAR-17,26.838772,80.105288,73,2
 CAR-29,22.43,87.55,70,1
CAR-04 ,12.26,87.889251,85,4
CAR 18,14.2615,74.77,134 kmh,3
CAR 08,13.6906,82.45778,89,5
CAR-25 ,15.632731,77.7034,170 kmh,0
CAR-27 ,19.588,77.94,45,0
 CAR-30,12.529877,83.746659,40,6
CAR-26,12.7903,86.6504,64,2
CAR-14 ,13.6937,77.85,121 kmh,5
CAR-12 ,16.18,87.522309,87,5
CAR-01 ,27.279646,86.404716,171 kmh,5
 CAR-13,24.56,87.0777,65,2
CAR 23,21.9287,75.504849,85,3
CAR 07,23.960811,73.321,165 kmh,2
car-05,23.0208,86.454106,98,4
CAR-22 ,21.341156,74.2782,57,1
 CAR-25,19.38,72.2035,45,1
CAR 14,23.7681,75.7562,155 kmh,5
CAR 03,16.63,74.743,154 kmh,0
 CAR-04,13.14,83.91,167 kmh,2
CAR-10,20.610207,85.897497,171 kmh,5
 CAR-09,17.88,72.355262,64,3
 CAR-30,27.4644,75.156367,94,4
car-28,21.8446,76.642,164 kmh,0
CAR-16,12.4774,81.12,163 kmh,3
CAR 12,25.37,76.3126,95,0
 CAR-23,17.2182,87.5621,91,5
CAR-09 ,14.32,86.069059,175 kmh,3
CAR 03,17.63,75.53,121 kmh,0
car-02,20.586597,86.404652,43,5
CAR-24,12.2359,73.37,171 kmh,0
car-20,25.7061,74.44,154 kmh,3
CAR-28 ,20.7729,73.6307,90,5
CAR 26,19.76,73.6952,147 kmh,2
car-19,15.4,83.098736,58,6
CAR 23,24.14,76.33204,45,0
CAR 02,14.9119,77.79,170 kmh,0
 CAR-05,12.1,77.05,134 kmh,6
CAR 27,22.8082,74.193927,54,4
car-02,17.44,75.63,77,2
car-14,27.43,85.2843,143 kmh,1
 CAR-26,21.137216,86.61,44,6
CAR-17 ,14.31,78.315306,142 kmh,3
CAR 24,16.236526,84.3176,59,4
 CAR-05,14.95,74.2721,166 kmh,1
CAR-26,21.52,81.8581,179 kmh,2
CAR 01,13.6446,74.98,54,1
CAR-10 ,24.553919,86.355591,156 kmh,2
car-18,18.33,76.4411,121 kmh,4
 CAR-09,17.44,83.56,162 kmh,1
 CAR-21,13.3585,86.32,44,3
CAR-04 ,13.055612,82.416272,96,0
car-30,13.6214,76.5,172 kmh,6
CAR-30,21.44,74.5793,156 kmh,6
CAR 14,17.7879,78.1,73,0
CAR 17,25.032115,73.799276,50,4
 CAR-17,12.0294,76.812461,69,0
 CAR-05,12.801,75.33,161 kmh,5
CAR 19,12.3175,72.4442,168 kmh,2
CAR 03,25.89,78.69,122 kmh,6
 CAR-26,23.47,73.4527,137 kmh,3
CAR-03 ,21.9496,75.505522,170 kmh,4
 CAR-08,17.430013,72.6,67,5
CAR-03,21.31,78.307117,169 kmh,6
car-13,14.571327,81.31,155 kmh,2
CAR 11,25.733872,72.8301,127 kmh,2
CAR-13 ,24.144092,78.7481,178 kmh,1
CAR-25,20.223351,73.0434,159 kmh,3
car-21,13.0702,77.98,98,6
 CAR-12,26.9167,80.41,42,2
CAR-19,26.423688,86.380503,132 kmh,0
 CAR-02,19.19,76.627715,153 kmh,1
 CAR-15,14.980079,85.78,55,5
CAR-16 ,15.25,77.69,59,1
car-30,25.77,87.39,156 kmh,0
CAR-02 ,23.1757,76.38,180 kmh,6
 CAR-24,15.790432,82.6957,150 kmh,6
CAR 08,25.9196,72.848222,147 kmh,6
car-24,27.49262,81.821414,52,3
CAR 17,19.56,86.11,126 kmh,1
car-12,21.01,80.881,169 kmh,1
 CAR-08,18.0688,72.321765,49,0
CAR 14,18.4498,74.90653,156 kmh,1
CAR-13,19.9045,80.4375,86,2
 CAR-12,20.5034,74.957382,85,0
car-03,26.56,87.78,142 kmh,5
CAR-29,19.537,73.94,100,3
CAR 17,22.65,76.362862,88,3
 CAR-04,15.756979,77.46,48,2
car-27,21.11,74.6072,151 kmh,4
car-06,15.01,80.78,172 kmh,4
 CAR-12,26.124585,83.992916,99,3
CAR-16 ,19.67,77.68,136 kmh,3
CAR 09,18.1687,84.2394,62,1
car-15,26.56,86.6501,42,5
 CAR-06,25.09,77.04011,169 kmh,5
 CAR-10,17.1739,75.21,68,1
CAR 03,18.83057,73.4811,121 kmh,2
CAR 10,27.7,85.655123,166 kmh,4
car-08,20.071721,73.053,121 kmh,3
 CAR-02,27.55,78.723,89,2
CAR-08,15.624422,72.5423,126 kmh,2
CAR-07 ,21.76,81.59,82,1
 CAR-11,14.56,81.03,159 kmh,5
CAR-28 ,22.438313,85.849728,146 kmh,0
CAR-28,27.67,82.62,171 kmh,3
CAR-14 ,23.174003,87.405,132 kmh,6
CAR-28,14.45,74.05,120 kmh,5
 CAR-10,14.0359,86.99,50,1
car-25,27.52,74.954898,155 kmh,1
CAR-08,18.4498,74.640719,61,4
CAR-03 ,18.429542,76.713738,132 kmh,1
CAR 05,23.0159,80.89,152 kmh,0
CAR-03,24.92,78.71,45,0
CAR-20 ,16.3213,78.486361,161 kmh,1
CAR-06 ,20.013261,80.07,135 kmh,4
car-03,15.6722,77.21,120 kmh,3
CAR-27,13.223356,84.96,59,6
CAR-07 ,16.57,73.493,155 kmh,6
 CAR-15,12.808384,78.25,93,4
CAR 17,17.9251,78.5633,55,3
CAR-05 ,16.698828,73.8728,168 kmh,0
CAR 30,14.488129,84.3272,66,1
car-10,27.604766,85.88,130 kmh,1
 CAR-24,18.3853,82.94,45,6
CAR 27,15.183226,78.223943,87,0
CAR-18,21.280903,72.8137,49,6
 CAR-06,14.66581,82.018623,44,6
CAR-30,22.260644,77.5393,76,6
CAR-04 ,23.7356,85.1768,175 kmh,0
CAR-02 ,12.987279,82.41628,63,2
CAR-26 ,13.886163,76.4909,78,2
car-22,23.3239,78.88,73,5
CAR-16,16.3,75.511281,96,0
car-28,27.179957,78.162813,43,6
car-28,24.574522,78.56,61,1
CAR-02,25.261512,86.45,44,5
CAR-14 ,21.4173,79.54,96,2
 CAR-20,20.582172,86.757579,144 kmh,0
 CAR-08,23.4374,85.6734,50,0
 CAR-28,20.253014,86.602,78,6
CAR 04,23.48,74.152145,65,4
CAR-19,14.11,76.933367,94,0
 CAR-11,15.09,73.45,90,1
car-01,20.64,80.98,59,1
 CAR-11,17.397989,81.313063,75,0
CAR-07 ,12.585647,77.326628,152 kmh,6
 CAR-04,14.4913,83.9673,135 kmh,1
car-02,22.6145,73.0702,53,4
car-10,22.18,84.7878,150 kmh,6
CAR-01 ,24.25,81.854384,134 kmh,6
CAR-14,14.83,74.3151,55,5
CAR-28 ,22.8391,78.2346,143 kmh,6
CAR-18 ,14.961699,84.0999,121 kmh,0
 CAR-19,26.68,79.2981,90,2
 CAR-11,20.43,74.8748,158 kmh,1
car-17,14.595,86.48,79,0
 CAR-13,12.987,73.5578,66,5
 CAR-17,17.74,73.463304,99,3
CAR-20,12.0988,84.5171,136 kmh,1
CAR-22,17.716,77.06,89,4
car-17,26.252025,85.3693,140 kmh,0
car-16,22.5729,75.788009,164 kmh,6
CAR-04 ,25.8811,81.129396,52,6
CAR 06,23.608215,74.3218,130 kmh,0
CAR 28,20.14,77.587512,56,2
car-01,23.478288,72.7028,167 kmh,0
CAR 12,17.953,86.03,48,0
CAR-16,27.7533,73.8881,67,3
CAR-24 ,23.29,77.965976,141 kmh,3
CAR-28 ,13.124326,85.36,152 kmh,5
CAR-13 ,18.7823,76.91,90,5
car-13,23.350012,78.6504,43,3
CAR-25,15.84,76.015279,75,4
 CAR-29,25.7939,86.79,41,3
 CAR-09,21.737541,85.613045,61,4
CAR-14,14.5977,75.220843,64,3
car-04,19.6666,78.5503,154 kmh,0
car-29,24.158268,80.8226,156 kmh,6
CAR-13,17.46,80.780814,168 kmh,2
 CAR-22,19.0,79.2731,156 kmh,0
 CAR-12,14.77,85.544179,145 kmh,0
CAR 12,15.483713,77.6944,124 kmh,2
CAR-11 ,12.213816,80.84,148 kmh,3
 CAR-28,15.75,81.73,75,5
CAR-02 ,24.753633,77.28,160 kmh,6
CAR 27,15.85,78.9,89,0
 CAR-17,21.27,73.817889,132 kmh,3
CAR-03,13.7447,86.8551,92,2
CAR-22,24.16,73.444718,145 kmh,0
 CAR-12,14.1,85.4624,94,5
CAR-28,14.6057,77.01,160 kmh,5
 CAR-07,16.8383,87.97,56,3
CAR 08,23.75,77.494652,80,5
 CAR-29,26.9872,85.2614,151 kmh,3
CAR-13,27.828343,78.248401,65,6
CAR-28 ,14.43,83.8857,137 kmh,6
CAR-06 ,26.175793,85.9242,70,5
CAR 03,16.48,77.64,180 kmh,3
 CAR-14,26.54308,76.32,137 kmh,4
 CAR-25,25.29063,82.279083,120 kmh,3
CAR-26 ,21.1665,86.533208,59,1
car-26,20.31,72.44,136 kmh,4
CAR-30 ,24.941881,86.7551,150 kmh,6
CAR-19,21.44,85.6724,170 kmh,0
CAR-03 ,17.729912,85.384439,175 kmh,3
CAR-09 ,17.34,84.773677,96,4
CAR-29 ,16.341899,86.07,46,0
 CAR-06,20.44,76.67,98,6
CAR 17,27.25,80.064764,128 kmh,3
 CAR-18,20.0,82.833352,92,4
CAR 30,16.46,80.98,82,4
CAR 27,13.2807,83.027005,121 kmh,6
CAR-02 ,15.4906,82.2793,81,0
 CAR-28,24.907071,85.41,63,0
CAR-09,12.588782,74.94,52,1
car-26,22.442199,73.95,122 kmh,2
car-24,14.876823,72.815,141 kmh,1
CAR-20,17.81,73.0864,120 kmh,2
CAR 22,25.1,84.1461,152 kmh,0
CAR 12,14.4725,81.61,164 kmh,5
 CAR-21,17.499265,77.0,83,1
 CAR-30,19.73,78.673766,145 kmh,6
CAR 22,12.98,75.03,73,1
CAR-30 ,19.394065,87.51,47,2
 CAR-23,21.612225,78.62,172 kmh,3
CAR-28,12.81,77.9074,161 kmh,4
CAR 01,26.80229,74.69,92,4
 CAR-24,27.828118,78.5089,175 kmh,4
CAR-21,12.176663,72.89,164 kmh,6
 CAR-02,15.5967,74.798321,144 kmh,0
CAR-20 ,12.55,85.0393,58,5
car-28,15.44,72.2094,123 kmh,3
 CAR-12,21.09,85.68,42,6
 CAR-03,19.421441,72.5742,80,5
car-25,27.309962,78.2671,42,1
CAR-24,13.385282,81.57763,144 kmh,2
 CAR-15,20.087104,84.335891,58,6
 CAR-11,15.415,72.7937,55,1
CAR-18 ,16.58,85.03,173 kmh,5
CAR 24,22.1282,86.612202,170 kmh,1
CAR-30 ,15.68,82.638976,74,1
CAR 23,12.505,84.9874,139 kmh,3
car-29,17.8835,87.576995,173 kmh,2
car-14,26.29,79.8318,72,6
 CAR-19,27.634785,83.433885,177 kmh,0
car-28,20.7859,82.6521,139 kmh,4
CAR-27,23.43165,87.07,174 kmh,6
CAR-05,20.22,74.480447,81,1
car-08,25.931534,77.4332,137 kmh,5
CAR-02 ,20.7211,76.404233,94,0
CAR-11 ,20.0409,84.2407,75,2
 CAR-06,25.071447,75.46,127 kmh,6
CAR 07,21.38,87.4678,151 kmh,1
CAR-13,14.5872,87.575745,133 kmh,4
CAR 27,18.3,81.35083,146 kmh,2
CAR-16 ,16.374947,77.7528,80,1
CAR-04,19.305429,85.1793,61,6
CAR-23 ,14.9,77.2,47,3
 CAR-13,21.117725,82.447125,174 kmh,4
CAR-23,20.835752,80.907887,63,4
CAR-01 ,19.6845,74.602388,89,3
car-01,13.5846,77.22,157 kmh,0
CAR 09,24.525085,85.38,160 kmh,5
CAR 10,26.11,73.363843,85,6
 CAR-18,12.842412,74.1408,98,3
 CAR-17,13.231123,76.7038,48,6
CAR 03,15.67,87.7583,61,1
CAR-25,16.291948,76.0806,56,5
CAR 30,20.3231,79.8342,89,5
car-24,17.6154,77.0006,130 kmh,2
CAR-17,22.555489,79.7838,169 kmh,6
car-06,17.351891,79.510302,46,6
CAR 11,12.383281,72.5976,173 kmh,6
 CAR-07,14.38,82.294851,151 kmh,6
 CAR-30,25.1799,79.49,41,6
CAR-02 ,22.17,85.9305,170 kmh,1
 CAR-17,13.1058,79.51,72,4
CAR-14,25.61,81.89,139 kmh,0
CAR-27,12.47,72.8846,133 kmh,6
CAR-13,13.95,83.8644,157 kmh,2
CAR-16,22.245729,77.03,41,0
CAR-30 ,19.078669,78.48,140 kmh,2
 CAR-14,25.35,77.630851,133 kmh,6
CAR-24 ,19.62,87.934951,172 kmh,0
CAR-30 ,20.193,76.0792,124 kmh,6
car-11,19.14,76.349534,50,3
 CAR-20,21.613958,83.806792,64,1
 CAR-30,21.179,83.03,65,2
CAR-03,15.22,78.717,133 kmh,0
 CAR-06,22.379788,75.55,146 kmh,5
CAR 11,21.1483,73.7449,130 kmh,4
 CAR-06,21.20948,72.36,52,4
CAR-08,17.78,76.56,40,3
CAR-26,26.73,72.851562,43,5
car-27,22.82,74.67431,81,0
CAR 06,18.2853,78.76,46,1
CAR 13,17.0658,77.1,68,5
 CAR-09,14.52,85.8977,172 kmh,1
car-28,19.13443,80.1013,97,5
CAR 14,12.800172,82.367,143 kmh,4
CAR-27,23.24,84.8788,100,5
CAR-17 ,20.648299,87.0381,173 kmh,1
CAR-07 ,27.153,76.277062,87,2
 CAR-10,18.002,80.23,87,5
 CAR-12,22.64,87.63,153 kmh,0
car-26,12.82,74.7019,136 kmh,2
CAR-16,19.78,78.5,168 kmh,3
 CAR-30,16.25,75.727219,69,6
 CAR-12,18.19,80.2803,89,1
car-19,25.3,86.925318,179 kmh,2
CAR-11 ,20.2272,76.9645,147 kmh,5
 CAR-28,12.82,78.32,89,1
car-15,17.9776,80.3817,98,6
 CAR-28,19.034157,78.689364,61,3
CAR-19,26.743484,83.150399,73,1
CAR-05 ,25.471263,83.783913,169 kmh,3
CAR 03,16.220476,84.03,50,5
CAR-05 ,23.39,85.32,152 kmh,0
CAR-14,20.2743,80.135014,68,2
 CAR-26,21.76,79.057159,144 kmh,3
CAR 25,18.500492,74.88,96,6
car-24,15.7048,73.11,147 kmh,1
CAR 01,24.88,83.0,171 kmh,4
CAR 23,24.4862,81.2711,67,0
 CAR-25,17.095497,82.2,68,6
CAR-24,26.1,83.284169,155 kmh,1
 CAR-19,17.51,77.22,153 kmh,1
CAR-21,12.64,80.44,99,3
CAR 12,26.7184,75.803,144 kmh,6
CAR-28 ,23.83,76.22,149 kmh,1
CAR-26,15.258179,81.491411,75,3
car-06,19.164496,78.6381,52,5
 CAR-24,25.504645,72.14227,173 kmh,0
CAR-28,23.9131,84.474005,70,1
 CAR-18,19.38,73.91,94,0
car-29,18.39,76.005727,122 kmh,3
CAR 18,14.693091,79.8389,174 kmh,2
 CAR-23,27.24,82.3849,69,3
CAR 19,16.8081,81.4154,90,2
 CAR-01,16.406275,84.19,177 kmh,1
CAR-07 ,18.91,81.3839,155 kmh,1
CAR 14,25.032728,72.4299,155 kmh,0
CAR 17,23.892,81.5911,122 kmh,3
car-18,17.222845,73.46,97,0
 CAR-20,20.1168,74.12,81,1
CAR-15,12.41,75.297435,68,0
CAR-15 ,14.54,83.5338,170 kmh,0
CAR-11,21.5,77.78,145 kmh,3
CAR-09,22.63,81.580706,99,1
 CAR-11,23.400717,73.3935,99,3
CAR-06,27.3601,79.492776,47,5
CAR 06,23.9542,73.77,84,5
car-21,26.4811,83.97,140 kmh,0
car-04,26.415634,81.8978,54,5
CAR-30,22.11,85.7557,77,5
car-12,25.905612,83.664889,62,2
 CAR-04,12.4253,79.04,92,5
car-04,27.633619,77.352547,79,6
CAR 10,23.7,86.8068,123 kmh,4
CAR-11 ,12.09,79.05,166 kmh,6
car-14,23.67,75.9586,158 kmh,4
CAR-29 ,26.546298,87.3593,42,3
CAR-12 ,23.03,77.522,151 kmh,1
car-10,23.26715,74.67,53,3
CAR 30,12.62,72.52122,126 kmh,0
 CAR-09,26.5826,81.34,61,1
car-04,24.33,79.4614,71,5
CAR-22 ,15.424795,74.1532,62,2
CAR-17 ,20.6509,73.829881,82,4
 CAR-27,20.69,78.639518,71,1
CAR 14,16.85,84.7379,168 kmh,6
CAR-19,22.0577,78.3264,46,2
car-26,22.131946,83.7265,175 kmh,0
CAR-07,12.345407,84.219552,132 kmh,3
CAR-01 ,25.6154,87.755587,61,4
car-26,21.994355,82.65,78,1
 CAR-05,13.5803,73.14,167 kmh,4
CAR-04,16.643503,85.783677,170 kmh,6
CAR-14,27.8667,84.08,73,6
 CAR-12,25.84,73.571463,127 kmh,6
 CAR-07,13.1881,73.48,80,4
 CAR-16,23.0593,77.7279,93,5
CAR-18 ,26.8698,76.708593,93,1
car-20,27.2347,82.617804,66,2
CAR-25 ,24.87,73.5051,166 kmh,2
CAR-12 ,17.8806,84.91,139 kmh,5
 CAR-10,17.2951,73.003,145 kmh,0
car-04,14.279982,82.24,135 kmh,1
car-24,16.3166,83.2709,97,1
car-20,15.5885,80.711584,141 kmh,4
CAR 09,14.8968,72.579844,138 kmh,5
CAR 19,19.924283,81.4931,45,6
 CAR-11,24.6806,74.33,158 kmh,0
CAR 20,18.3984,75.338906,131 kmh,6
CAR 12,17.4768,77.9192,128 kmh,3
CAR-13 ,21.474517,82.432552,64,3
CAR-30 ,18.88,86.948318,129 kmh,6
CAR-20,14.954851,80.171073,66,1
 CAR-04,16.274338,86.8241,140 kmh,0
CAR 08,24.827933,81.23,55,5
car-08,25.07,75.2109,59,3
 CAR-19,12.2966,73.774154,81,6
CAR-06 ,13.7481,79.78,144 kmh,1
 CAR-10,26.68,75.563925,93,0
CAR-09,24.96,81.83,158 kmh,5
CAR 20,24.742528,76.9523,72,4
 CAR-10,25.77,77.53,71,5
 CAR-16,21.6734,74.3512,56,2
CAR-07,15.609787,85.6,141 kmh,1
CAR 21,15.77,74.123148,76,3
car-23,16.6456,86.303836,128 kmh,4
car-06,26.877429,81.23,177 kmh,5
CAR 18,22.586585,83.9033,54,0
CAR-03,18.719739,76.39,43,5
 CAR-20,13.097885,74.296507,157 kmh,2
CAR-20 ,16.1458,87.464029,133 kmh,1
CAR-30 ,15.02,79.8,89,6
car-01,17.678331,84.67,75,0
CAR-08,17.0409,79.71,93,0
car-17,16.8443,72.68,139 kmh,4
CAR-02,14.9078,75.39,44,5
CAR-19 ,26.1841,84.392652,65,2
car-05,17.0502,85.218764,50,4
car-07,26.28,84.12,163 kmh,1
CAR 24,24.52,81.417026,87,4
 CAR-27,14.84,72.62,155 kmh,5
car-01,15.12,80.03,95,5
 CAR-08,20.98,75.3161,123 kmh,4
CAR-15 ,15.82,83.86,157 kmh,0
CAR 27,14.010345,84.7817,157 kmh,4
CAR 22,21.9306,86.3301,92,6
CAR 26,25.91995,72.17,164 kmh,3
CAR 14,15.1254,74.825852,140 kmh,3
car-04,24.032836,74.47,74,4
 CAR-14,16.354745,79.246066,95,6
CAR-05,23.94,80.78,165 kmh,1
car-29,21.180056,75.34,71,5
CAR-02 ,20.9016,77.9029,92,5
CAR 21,25.7377,76.26,93,2
 CAR-26,25.4735,81.3505,147 kmh,4
CAR-02 ,25.857719,76.499269,84,4
CAR-14,18.29,80.207242,58,6
car-02,27.05,81.2603,166 kmh,5
CAR 19,12.638,82.736484,92,4
car-14,24.7362,77.8,124 kmh,1
CAR-14 ,27.53,84.37,141 kmh,2
car-13,19.349122,74.09,178 kmh,4
CAR 10,21.826938,77.8662,97,0
CAR-21 ,14.599518,85.010677,70,1
car-24,26.2039,76.4308,176 kmh,4
CAR-25,21.3488,86.45,138 kmh,3
 CAR-13,14.34,75.319317,51,2
CAR-24,27.3839,77.9775,156 kmh,4
CAR-17,12.796282,74.502459,167 kmh,4
car-27,25.1451,85.16,156 kmh,3
car-13,12.4781,74.404,48,5
 CAR-18,19.413275,82.27,89,1
CAR-21,24.44,76.06,162 kmh,4
 CAR-28,14.505843,84.320104,82,5
CAR-01 ,26.08,73.87,60,2
CAR 18,13.64,72.89,46,1
CAR-30,24.96,83.1,179 kmh,4
CAR-05,27.75,76.64571,128 kmh,0
CAR-22 ,13.165414,81.039413,170 kmh,2
CAR-18 ,27.9614,72.391556,79,5
CAR 06,16.7,72.392291,66,2
CAR 28,27.727256,83.82,141 kmh,0
car-16,18.64,78.635606,49,1
CAR-21 ,24.29,77.0052,143 kmh,3
CAR-03,20.436505,86.4658,51,4
car-01,23.0743,77.33,170 kmh,3
CAR-17 ,14.17,84.59,63,0
car-01,18.3025,84.25,88,3
CAR 16,27.7701,79.16,163 kmh,4
CAR-03,20.749822,82.834422,156 kmh,5
 CAR-12,12.4792,78.5018,159 kmh,4
CAR-18 ,22.25619,73.68192,41,3
CAR-09,24.05,78.0043,167 kmh,6
 CAR-24,25.724444,75.6611,148 kmh,5
CAR-04 ,23.952365,87.41,156 kmh,2
CAR-29 ,24.116584,75.2536,155 kmh,2
CAR-09 ,25.83007,72.531921,163 kmh,5
CAR-23,27.83,75.11,76,4
CAR-17 ,26.18,85.936,176 kmh,0
CAR-08,18.0322,83.569039,41,3
 CAR-23,22.61,86.2285,90,5
CAR-17 ,17.396299,77.075137,134 kmh,4
car-12,14.39,75.5553,122 kmh,4
car-25,24.62,88.0,75,0
CAR-13,24.930875,77.81,45,0
CAR 14,23.464298,83.13,66,3
car-22,22.6115,79.441505,62,3
 CAR-18,25.09,74.52,125 kmh,5
CAR-14,26.8688,85.43,80,3
 CAR-04,14.148034,80.5617,61,3
CAR 14,27.533341,82.89,74,6
car-23,16.07017,75.5124,126 kmh,3
 CAR-14,25.4004,74.2767,50,0
 CAR-08,26.172766,82.32453,75,3
 CAR-01,26.69,87.13,75,5
 CAR-07,20.713413,73.2332,69,2
CAR-22,21.5524,87.167283,72,1
CAR-24 ,16.4648,76.495687,125 kmh,0
 CAR-23,21.88,74.05766,134 kmh,1
 CAR-04,27.02,76.5453,85,3
CAR-29,12.335398,80.146307,128 kmh,4
 CAR-28,27.7,79.1783,166 kmh,0
